p8
VisualSearchTask
03/10/2015	15:05:00

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Loc	Color
groupB	p8	BlueYellow_Block1	YB_NCLeft, 3	response_target_f		g	Pressed	f	E	783							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 3	response_no_cue	1	1	Pressed	2; i	E	1087							
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 8	response_target_f		g	Pressed	f	E	754						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 8	response_cue	1	1	Pressed	1; e	C	1138						DL	DC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 5	response_target_f		g	Pressed	f	E	733							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 5	response_no_cue	1	1	Pressed	2; i	E	1085							
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 7	response_target_f		g	Pressed	f	E	856						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 7	response_cue	2	2	Pressed	1; e	E	4168						SL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 2	response_target_j	j	j	Pressed	j	C	786						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 2	response_cue	1	1	Pressed	1; e	C	2018						DL	DC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 9	response_target_f		g	Pressed	f	E	719						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 9	response_cue	2	2	Pressed	1; e	E	2223						DL	SC
groupB	p8	BlueYellow_Block1	YB_NCRight, 9	response_target_j	j	j	Pressed	j	C	655							
groupB	p8	BlueYellow_Block1	YB_NCRight, 9	response_no_cue	2	2	Pressed	2; i	C	1135							
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 10	response_target_f		g	Pressed	f	E	713						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 10	response_cue	2	2	Pressed	1; e	E	1625						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 8	response_target_j	j	j	Pressed	j	C	707						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 8	response_cue	1	1	Pressed	1; e	C	1875						DL	DC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 9	response_target_j	j	j	Pressed	j	C	826						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 9	response_cue	1	1	Pressed	1; e	C	2170						DL	SC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 9	response_target_f		g	Pressed	f	E	758							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 9	response_no_cue	1	1	Pressed	2; i	E	1622							
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 10	response_target_f		g	Pressed	f	E	675						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 10	response_cue	1	1	Pressed	1; e	C	1603						SL	DC
