p6
VisualSearchTask (1)
03/06/2015	15:53:15

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Loc	Color
groupB	p6	BlueYellow_Block1	YB_sdright_1, 2	response_target_j	j	j	Pressed	j	C	937						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdright_1, 2	response_cue	1	1	Pressed	1	C	1529						DL	SC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 1	response_target_j	j	j	Pressed	j	C	1160						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 1	response_cue	1	1	Pressed	1	C	1488						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 3	response_target_j	j	j	Pressed	j	C	976						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 3	response_cue	1	1	Pressed	1	C	1416						SL	DC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 3	response_target_j	j	j	Pressed	j	C	720						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 3	response_cue	1	1	Pressed	1	C	1016						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 2	response_target_j	j	j	Pressed	j	C	839						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 2	response_cue	1	1	Pressed	1	C	1239						SL	SC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 3	response_target_f	f	f	Pressed	f	C	815						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 3	response_cue	1	1	Pressed	1	C	1222						SL	DC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 8	response_target_f	f	f	Pressed	f	C	1296						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 8	response_cue	1	1	Pressed	1	C	1696						DL	DC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 10	response_target_f	j	j	Pressed	f	E	1875						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 10	response_cue	2	2	Pressed	1	E	2235						DL	SC
groupB	p6	BlueYellow_Block1	YB_NCLeft, 2	response_target_f	f	f	Pressed	f	C	1013							
groupB	p6	BlueYellow_Block1	YB_NCLeft, 2	response_no_cue	2	2	Pressed	2	C	1469							
groupB	p6	BlueYellow_Block1	YB_sdright_1, 9	response_target_j	j	j	Pressed	j	C	1755						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdright_1, 9	response_cue	2	2	Pressed	1	E	2067						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 9	response_target_f	f	f	Pressed	f	C	1101						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 9	response_cue	1	1	Pressed	1	C	1597						DL	SC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 6	response_target_f	f	f	Pressed	f	C	980						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 6	response_cue	1	1	Pressed	1	C	1604						SL	DC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 5	response_target_j	j	j	Pressed	j	C	1232						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 5	response_cue	1	1	Pressed	1	C	1608						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 3	response_target_j	f	f	Pressed	j	E	1293						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 3	response_cue	1	1	Pressed	1	C	1781						DL	DC
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 1	response_target_f	f	f	Pressed	f	C	1126						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 1	response_cue	1	1	Pressed	1	C	1518						SL	SC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 1	response_target_f	f	f	Pressed	f	C	899						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 1	response_cue	1	1	Pressed	1	C	1259						SL	DC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 8	response_target_f	f	f	Pressed	f	C	1280						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 8	response_cue	1	1	Pressed	1	C	1640						DL	SC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 7	response_target_f	f	f	Pressed	f	C	1180						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 7	response_cue	1	1	Pressed	1	C	1749						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 3	response_target_f	f	f	Pressed	f	C	1292						DL	DC
